,"Function authorization machine types, models, and features",,,,,,
,HW Machine Type,HW Model,HW Defines Features,FA Machine Type,FA Model,FA Sort Key,FA Feature
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7355.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7360.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7480.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7481.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7482.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7483.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7484.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7485.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7490.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7500.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7501.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7502.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7503.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7504.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7505.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7510.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7520.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7521.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7522.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7523.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7524.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7525.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7530.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7650.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7651.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7652.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7653.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7654.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7655.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7660.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7680.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7681.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7682.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7683.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7684.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7685.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7690.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7820.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7821.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7822.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7823.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7824.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7825.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7830.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7840.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7841.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7842.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7843.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7844.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7845.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7850.0
,2422.0,951.0,FALSE,2397.0,LFA,10.0,7899.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7030.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7031.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7032.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7033.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7034.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7035.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7040.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7045.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7071.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7080.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7083.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7091.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7092.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7094.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7250.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7251.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7252.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7253.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7254.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7255.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7260.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7350.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7351.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7352.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7353.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7354.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7355.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7360.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7480.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7481.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7482.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7483.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7484.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7485.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7490.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7500.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7501.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7502.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7503.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7504.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7505.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7510.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7520.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7521.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7522.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7523.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7524.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7525.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7530.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7650.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7651.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7652.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7653.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7654.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7655.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7660.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7680.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7681.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7682.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7683.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7684.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7685.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7690.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7820.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7821.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7822.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7823.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7824.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7825.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7830.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7840.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7841.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7842.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7843.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7844.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7845.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7850.0
,2423.0,951.0,FALSE,2398.0,LFA,10.0,7899.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7030.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7031.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7032.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7033.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7034.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7035.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7040.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7045.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7071.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7080.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7083.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7091.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7092.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7094.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7250.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7251.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7252.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7253.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7254.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7255.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7260.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7350.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7351.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7352.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7353.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7354.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7355.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7360.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7480.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7481.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7482.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7483.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7484.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7485.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7490.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7500.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7501.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7502.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7503.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7504.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7505.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7510.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7520.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7521.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7522.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7523.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7524.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7525.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7530.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7650.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7651.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7652.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7653.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7654.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7655.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7660.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7680.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7681.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7682.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7683.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7684.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7685.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7690.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7820.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7821.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7822.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7823.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7824.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7825.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7830.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7840.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7841.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7842.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7843.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7844.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7845.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7850.0
,2424.0,951.0,FALSE,2399.0,LFA,10.0,7899.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,1750.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7030.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7031.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7032.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7033.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7034.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7035.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7040.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7045.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7071.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7080.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7083.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7084.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7091.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7092.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7094.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7250.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7251.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7252.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7253.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7254.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7255.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7260.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7350.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7351.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7352.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7353.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7354.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7355.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7360.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7480.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7481.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7482.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7483.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7484.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7485.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7490.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7500.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7501.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7502.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7503.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7504.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7505.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7510.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7520.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7521.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7522.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7523.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7524.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7525.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7530.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7650.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7651.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7652.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7653.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7654.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7655.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7660.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7680.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7681.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7682.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7683.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7684.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7685.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7690.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7820.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7821.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7822.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7823.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7824.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7825.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7830.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7840.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7841.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7842.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7843.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7844.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7845.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7850.0
,2421.0,961.0,FALSE,2396.0,LFA,10.0,7899.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,1750.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7030.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7031.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7032.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7033.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7034.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7035.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7040.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7045.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7071.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7080.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7083.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7084.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7091.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7092.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7094.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7250.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7251.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7252.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7253.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7254.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7255.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7260.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7350.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7351.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7352.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7353.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7354.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7355.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7360.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7480.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7481.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7482.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7483.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7484.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7485.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7490.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7500.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7501.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7502.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7503.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7504.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7505.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7510.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7520.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7521.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7522.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7523.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7524.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7525.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7530.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7650.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7651.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7652.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7653.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7654.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7655.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7660.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7680.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7681.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7682.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7683.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7684.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7685.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7690.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7820.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7821.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7822.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7823.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7824.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7825.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7830.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7840.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7841.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7842.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7843.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7844.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7845.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7850.0
,2422.0,961.0,FALSE,2397.0,LFA,10.0,7899.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,1750.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7030.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7031.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7032.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7033.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7034.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7035.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7040.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7045.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7071.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7080.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7083.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7084.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7091.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7092.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7094.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7250.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7251.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7252.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7253.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7254.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7255.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7260.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7350.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7351.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7352.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7353.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7354.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7355.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7360.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7480.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7481.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7482.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7483.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7484.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7485.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7490.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7500.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7501.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7502.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7503.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7504.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7505.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7510.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7520.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7521.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7522.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7523.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7524.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7525.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7530.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7650.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7651.0
,2423.0,961.0,FALSE,2398.0,LFA,10.0,7652.0
